city,timestamp,temperature,season
New York,2010-01-01,-2.1928874988412987,winter
New York,2010-01-02,5.634058788156567,winter
New York,2010-01-03,-11.31806044331224,winter
New York,2010-01-04,2.0362184276327726,winter
New York,2010-01-05,6.2082592243143955,winter
New York,2010-01-06,0.8608680738572417,winter
New York,2010-01-07,-0.3339118514192384,winter
New York,2010-01-08,-6.811859258541629,winter
New York,2010-01-09,2.2227557884898768,winter
New York,2010-01-10,0.7005965674994181,winter
New York,2010-01-11,-6.403988406786512,winter
New York,2010-01-12,4.3213653485130195,winter
New York,2010-01-13,-1.05538967334782,winter
New York,2010-01-14,0.4023601399689086,winter
New York,2010-01-15,-4.810161135504709,winter
New York,2010-01-16,4.697965247168479,winter
New York,2010-01-17,5.971983652948889,winter
New York,2010-01-18,-2.007699141434363,winter
New York,2010-01-19,-0.22837496053927614,winter
New York,2010-01-20,-0.5194781140861153,winter
New York,2010-01-21,12.60362454496142,winter
New York,2010-01-22,-3.7325643965425526,winter
New York,2010-01-23,0.571077488752832,winter
New York,2010-01-24,2.4318840389341787,winter
New York,2010-01-25,-6.443327493277079,winter
New York,2010-01-26,1.9569919459547547,winter
New York,2010-01-27,2.8465233829040235,winter
New York,2010-01-28,-7.1164347576526366,winter
New York,2010-01-29,1.0185358865403908,winter
New York,2010-01-30,-4.971396827981339,winter
New York,2010-01-31,-1.9752713611177986,winter
New York,2010-02-01,5.594415801321544,winter
New York,2010-02-02,1.776600454618188,winter
New York,2010-02-03,-0.591704004863301,winter
New York,2010-02-04,-3.3869656119119678,winter
New York,2010-02-05,0.471278134375827,winter
New York,2010-02-06,3.931354865267536,winter
New York,2010-02-07,2.9135470920270223,winter
New York,2010-02-08,-5.997338255650407,winter
New York,2010-02-09,-1.539286592249708,winter
New York,2010-02-10,-3.0093923569086183,winter
New York,2010-02-11,-9.5510665598294,winter
New York,2010-02-12,-4.7250933140966165,winter
New York,2010-02-13,9.414354034211081,winter
New York,2010-02-14,14.388906445174435,winter
New York,2010-02-15,-6.102924751212775,winter
New York,2010-02-16,-10.14950457284472,winter
New York,2010-02-17,-7.522920786970286,winter
New York,2010-02-18,11.84459784385594,winter
New York,2010-02-19,-8.605675104272837,winter
New York,2010-02-20,9.559352083172895,winter
New York,2010-02-21,7.378035606782704,winter
New York,2010-02-22,6.318348451953419,winter
New York,2010-02-23,-1.2681775640300998,winter
New York,2010-02-24,-1.6624134322971587,winter
New York,2010-02-25,2.11292470258849,winter
New York,2010-02-26,3.144722744354423,winter
New York,2010-02-27,-4.672776026338152,winter
New York,2010-02-28,12.111984472042463,winter
New York,2010-03-01,16.048424316529285,spring
New York,2010-03-02,9.75064348427621,spring
New York,2010-03-03,17.867216186497345,spring
New York,2010-03-04,4.662018836263061,spring
New York,2010-03-05,9.712416474186796,spring
New York,2010-03-06,18.80352498918765,spring
New York,2010-03-07,1.7046115693019388,spring
New York,2010-03-08,17.085941802458315,spring
New York,2010-03-09,3.2402831983461553,spring
New York,2010-03-10,3.8627905161922538,spring
New York,2010-03-11,14.078295669787588,spring
New York,2010-03-12,16.306477480743844,spring
New York,2010-03-13,12.563793291278065,spring
New York,2010-03-14,6.416938915642899,spring
New York,2010-03-15,10.500315992558134,spring
New York,2010-03-16,1.047217941565659,spring
New York,2010-03-17,4.678983453384068,spring
New York,2010-03-18,17.081817509524484,spring
New York,2010-03-19,8.540167646371348,spring
New York,2010-03-20,10.10554884810798,spring
New York,2010-03-21,21.863283339376583,spring
New York,2010-03-22,21.040174958447757,spring
New York,2010-03-23,5.148890231751915,spring
New York,2010-03-24,7.298767136665781,spring
New York,2010-03-25,3.284159899526779,spring
New York,2010-03-26,6.584884265028618,spring
New York,2010-03-27,-2.2145323008871447,spring
New York,2010-03-28,11.46264450804189,spring
New York,2010-03-29,5.707368871581601,spring
New York,2010-03-30,14.302873657297202,spring
New York,2010-03-31,15.036867704786427,spring
New York,2010-04-01,14.502714282983963,spring
New York,2010-04-02,4.219956608118536,spring
New York,2010-04-03,2.8291998261366818,spring
New York,2010-04-04,9.193513992746132,spring
New York,2010-04-05,2.7408355348417217,spring
New York,2010-04-06,11.048288170667796,spring
New York,2010-04-07,13.27376320147538,spring
New York,2010-04-08,20.393508813006513,spring
New York,2010-04-09,9.52273328462603,spring
New York,2010-04-10,20.889555292621093,spring
New York,2010-04-11,12.561983388277994,spring
New York,2010-04-12,6.336117760130664,spring
New York,2010-04-13,6.489658598513254,spring
New York,2010-04-14,11.578809804971698,spring
New York,2010-04-15,15.85884969891029,spring
New York,2010-04-16,15.50909388993426,spring
New York,2010-04-17,6.150680884272987,spring
New York,2010-04-18,4.669196114288949,spring
New York,2010-04-19,13.188932308517561,spring
New York,2010-04-20,15.410063470994206,spring
New York,2010-04-21,8.619807045918325,spring
New York,2010-04-22,4.397051829755545,spring
New York,2010-04-23,13.073148817836831,spring
New York,2010-04-24,3.243285424700776,spring
New York,2010-04-25,11.56703527969423,spring
New York,2010-04-26,11.836653786322264,spring
New York,2010-04-27,11.923305825231513,spring
New York,2010-04-28,11.023890102025492,spring
New York,2010-04-29,8.77223528988289,spring
New York,2010-04-30,9.908908338075944,spring
New York,2010-05-01,8.929680306781012,spring
